,Course Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,day4,day5,start_time_7,end_time_7,day7,start_time_8,end_time_8,day8,day9,day10,day11,start_time_1,start_time_2,start_time_3,end_time_1,end_time_2,end_time_3,start_time_4,start_time_5,end_time_4,end_time_5,end_time_9,end_time_10,end_time_11,start_time_9,start_time_10,start_time_11,Course Code
766,MICROSCOPY AND MICROANALYSIS OF MATERIALS(MSE642),9,NILESH PRAKASH GURAO(I),TWTh 08:00-09:00,,,T,W,T,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,MSE642
767,MICROSCOPY AND MICROANALYSIS OF MATERIALS(MSE642A),9,NILESH PRAKASH GURAO(I),T (L10) W (L10) Th (L10)  08:00-09:00,,,T,W,T,,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,MSE642A
768,ADVANCE CHARACTERIZATION TECHNIQUES FOR PHOTOVOLTAIC DEVICES AND MATERIALS(MSE645),9,SARANG  INGOLE (I),"MF 08:00-09:00 ,T 09:00-10:00",,,M,F,,T,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,MSE645
769,ADVANCE CHARACTERIZATION TECHNIQUES FOR PHOTOVOLTAIC DEVICES AND MATERIALS(MSE645A),10,SARANG  INGOLE (I),"M (T212) F (T212)  08:00-09:00 ,T (T212)  09:00-10:00",,,M,F,,T,,,,,,,,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,MSE645A
770,ADVANCED CORROSION SCIENCE AND TECHNOLOGY(MSE654),9,Raghupathy Yuvaraj(I),M (T206) Th (T206)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MSE654
771,ADVANCED CORROSION SCIENCE AND TECHNOLOGY(MSE654A),9,Raghupathy Yuvaraj(I),MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MSE654A
772,DISLOCATIONS AND PLASTICITY(MSE658),9,Niraj Chawake(I),MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MSE658
773,DISLOCATIONS AND PLASTICITY(MSE658A),9,Niraj Chawake(I),M (T110) Th (T110)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MSE658A
774,POWDER METALLURGY(MSE659),9,ANISH  UPADHYAYA (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,MSE659
775,POWDER METALLURGY(MSE659A),9,ANISH  UPADHYAYA (I),"T (L05)  14:00-15:15 ,M (L05)  15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,MSE659A
776,SOLIDIFICATION PROCESSING(MSE670),9,AMARENDRA KUMAR SINGH(I),WF 15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MSE670
777,SOLIDIFICATION PROCESSING(MSE670A),9,AMARENDRA KUMAR SINGH(I),W (T108) F (T108)  15:30-17:00,,,W,F,,,,,,,,,,,,,15:30 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MSE670A
778,HEAT TREATMENT AND SURFACE HARDENING(MSE671),9,KAUSTUBH NARHAR KULKARNI(I),"T 11:00-12:00 ,WF 16:00-17:00 ,Th 17:00-18:00",,,T,1,,W,F,17:00 PM,18:00 PM,Th,,,,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,,,,,,,MSE671
779,HEAT TREATMENT AND SURFACE HARDENING(MSE671A),9,KAUSTUBH NARHAR KULKARNI(I),"T (L11)  11:00-12:00 ,W (L11) F (L11)  16:00-17:00",,,T,1,,W,F,,,,,,,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,,,,,,,MSE671A
780,SEMINAR PARTICIPATION(MSE690),0,"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,MSE690
781,SEMINAR PARTICIPATION(MSE690A),0,"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,MSE690A
782,SEMINAR PRESENTATION(MSE691),0,"VIVEK  VERMA (I), Rahul Sarkar(O)",WF 17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,MSE691
783,SEMINAR PRESENTATION(MSE691A),0,"VIVEK  VERMA (I), Rahul Sarkar(O)",W (WL226) F (WL226)  17:00-18:30,,,W,F,,,,,,,,,,,,,17:00 PM,17:00 PM,17:00 PM,18:30 PM,18:30 PM,18:30 PM,,,,,,,,,,,MSE691A
784,MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES(MSE693),9,KANTESH  BALANI (I),WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MSE693
785,MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES(MSE693A),9,KANTESH  BALANI (I),W (WL228) F (WL228)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MSE693A
786,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES(MSE694),9,Shikhar  Jha(I),WF 12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MSE694
787,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES(MSE694A),9,Shikhar  Jha(I),W (WL237) F (WL237)  12:00-13:15,,,W,F,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MSE694A
788,M.TECH THESIS(MSE699),0,"DPGCMSE (I), DUGCMSE (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSE699
789,PH D THESIS(MSE799),0,DPGCMSE (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSE799
790,MANUFACTURING PROCESSES I(TA201A),6,SUDHANSHU SHEKHAR  SINGH (I),T 09:00-10:00,,MTW 14:00-17:00,T,0,,,,,,,,,,M,T,W,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,TA201A
791,MANUFACTURING PROCESSES I(TA211),3,SUDHANSHU SHEKHAR  SINGH (I),,,MTW 14:00-17:00,,,,,,,,,,,,M,T,W,,,,,,,,,,,5:00 PM,5:00 PM,5:00 PM,2:00 PM,2:00 PM,2:00 PM,TA211
792,STRUCTURAL & MAGNETIC PROPERTIES OF MATERIALS(MS601),9,"SRI  SIVAKUMAR (I), Y N  MOHAPATRA   (O)",MTh 09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MS601
793,STRUCTURAL & MAGNETIC PROPERTIES OF MATERIALS(MS601A),9,"SRI  SIVAKUMAR (I), Y N  MOHAPATRA   (O)",M (T203) Th (T203)  09:00-10:15,,,M,Th,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MS601A
794,ELECTRICAL AND DIELECTRIC MATERIALS(MS602),9,"Amit   Verma(I), MD JALEEL  AKHTAR   (O)",MTh 12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MS602
795,ELECTRICAL AND DIELECTRIC MATERIALS(MS602A),9,"Amit   Verma(I), MD JALEEL  AKHTAR   (O)",M (T111) Th (T111)  12:00-13:15,,,M,Th,,,,,,,,,,,,,12:00 PM,12:00 PM,12:00 PM,13:15 PM,13:15 PM,13:15 PM,,,,,,,,,,,MS602A
796,MECHANICAL PROPERTIES OF MATERIALS(MS603),5,"RAJ GANESH S  PALA (I), Pritam  Chakraborty   (O)",WF 09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MS603
797,MECHANICAL PROPERTIES OF MATERIALS(MS603A),9,"RAJ GANESH S  PALA (I), Pritam  Chakraborty   (O)",W (T103) F (T103)  09:00-10:15,,,W,F,,,,,,,,,,,,,9:00 AM,9:00 AM,9:00 AM,10:15 AM,10:15 AM,10:15 AM,,,,,,,,,,,MS603A
798,ENGINEERING POLYMERS(MS614),4,KAMAL K  KAR   (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,MS614
799,ENGINEERING POLYMERS(MS614A),9,KAMAL K  KAR   (I),MTh 14:00-15:15,,,M,Th,,,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,,,,,,,MS614A
800,HIGH PERFORMANCE POLYMERS AND COMPOSITES(MS616),9,KAMAL K  KAR   (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,MS616
801,HIGH PERFORMANCE POLYMERS AND COMPOSITES(MS616A),9,KAMAL K  KAR   (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,M,,,,,,,,,,,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,15:30 PM,15:30 PM,17:00 PM,17:00 PM,,,,,,,MS616A
802,GRADUATE SEMINAR(MS698A),0,SIDDHARTHA  PANDA (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS698A
803,M TECH THESIS(MS699),0,"DPGCMSP (I), DUGCMSP (O)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS699
804,PHD THESIS(MS799),0,DPGCMSP (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS799
805,COMPLEX VARIABLES(MSO202M),6,Saurabh Singh(I),W (L20) Th (L20) F (L20)  09:00-10:00,M (L10) M (L05) M (L12) M (L11) M (L04)  09:00-10:00,,W,Th,,,,,,,9:00 AM,10:00 AM,M,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,MSO202M
806,PARTIAL DIFFERENTIAL EQUATIONS(MSO203M),6,Prosenjit Roy(I),WThF 09:00-10:00,M 09:00-10:00,,W,Th,,,,,,,9:00 AM,10:00 AM,M,,,,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,10:00 AM,,,,,,,,,,,MSO203M
807,INTRODUCTION TO PROBABILITY THEORY(MSO205),11,SUBHRA SANKAR DHAR(I),W (L04) Th (L04) F (L04)  11:00-12:00,M (L04)  11:00-12:00,,W,Th,,,,,,,11:00 AM,12:00 PM,M,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MSO205
808,MATHEMATICS - II(MTH102A),11,"KAUSHIK BAL(I), DHIRENDRA  BAHUGUNA (O)",MWTh 17:00-18:00,T 17:00-18:00,,M,W,T,,,,,,17:00 PM,18:00 PM,T,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,MTH102A
809,SINGLE VARIABLE CALCULUS(MTH111M) /A,6,NANDINI  NILAKANTAN (I),M (L19) Th (L19) F (L19)  16:00-17:00,T (L10) T (L11) T (L12)  16:00-17:00,,M,Th,,,,,,,16:00 PM,17:00 PM,T,,,,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MTH111M
810,SINGLE VARIABLE CALCULUS(MTH111M) /B,6,P  SHUNMUGARAJ (I),M (L07) Th (L07) F (L07)  16:00-17:00,T (L14) T (L15) T (L13)  16:00-17:00,,M,Th,,,,,,,16:00 PM,17:00 PM,T,,,,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MTH111M
811,SINGLE VARIABLE CALCULUS(MTH111M) /C,6,NANDINI  NILAKANTAN (I),M (L19) W (L19) F (L19)  10:00-11:00,T (L10) T (L11) T (L12)  10:00-11:00,,M,W,F,,,,,,10:00 AM,11:00 AM,T,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MTH111M
812,SINGLE VARIABLE CALCULUS(MTH111M) /D,6,P  SHUNMUGARAJ (I),M (L07) W (L07) F (L07)  10:00-11:00,T (L15) T (L13) T (L14)  10:00-11:00,,M,W,F,,,,,,10:00 AM,11:00 AM,T,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MTH111M
813,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /A,6,ASHIS MANDAL(I),MThF 16:00-17:00,T 16:00-17:00,,M,Th,,,,,,,16:00 PM,17:00 PM,T,,,,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MTH112M
814,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /B,6,ABHIJIT PAL(I),MThF 16:00-17:00,T 16:00-17:00,,M,Th,,,,,,,16:00 PM,17:00 PM,T,,,,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,,,,,,,,,,,MTH112M
815,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /C,6,ASHIS MANDAL(I),MWF 10:00-11:00,T 10:00-11:00,,M,W,F,,,,,,10:00 AM,11:00 AM,T,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MTH112M
816,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS(MTH112M) /D,6,ABHIJIT PAL(I),MWF 10:00-11:00,T 10:00-11:00,,M,W,F,,,,,,10:00 AM,11:00 AM,T,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MTH112M
817,LINEAR ALGEBRA(MTH113M),6,KAUSHIK BAL(I),MWTh 17:00-18:00,T 17:00-18:00,,M,W,T,,,,,,17:00 PM,18:00 PM,T,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,MTH113M
818,ORDINARY DIFFERENTIAL EQUATIONS(MTH114M),6,DHIRENDRA  BAHUGUNA (I),MWTh 17:00-18:00,T 17:00-18:00,,M,W,T,,,,,,17:00 PM,18:00 PM,T,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,MTH114M
819,A FIRST COURSE IN LINEAR ALGEBRA(MTH201A),11,SOMNATH  JHA (I),M (L14) W (L14) F (L14)  17:00-18:00,T (L14)  17:00-18:00,,M,W,F,,,,,,17:00 PM,18:00 PM,T,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,MTH201A
820,A FIRST COURSE IN LINEAR ALGEBRA(MTH201B),11,Santosh  Nadimpalli(I),M (T203) W (T203) F (T203)  17:00-18:00,T (T203)  17:00-18:00,,M,W,F,,,,,,17:00 PM,18:00 PM,T,,,,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,,,,,,,MTH201B
821,SET THEORY AND DISCRETE MATHEMATICS(MTH202),11,ALOK KUMAR  MALOO (I),M (L04) T (L04) Th (L04)  10:00-11:00,F (L04)  14:00-15:00,,M,T,T,,,,,,14:00 PM,15:00 PM,F,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MTH202
822,SET THEORY AND DISCRETE MATHEMATICS(MTH202A),11,ALOK KUMAR  MALOO (I),MTTh 10:00-11:00,F 14:00-15:00,,M,T,T,,,,,,14:00 PM,15:00 PM,F,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MTH202A
823,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE I)(MTH206M),6,Soumyarup Sadhukhan(I),M (L10) W (L10) F (L10)  10:00-11:00,Th (L10)  10:00-11:00,,M,W,F,,,,,,10:00 AM,11:00 AM,T,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MODULE I
824,MATRIX ALGEBRA AND LINEAR ESTIMATION (MODULE II)(MTH207M),6,Soumyarup Sadhukhan(I),MWF 10:00-11:00,Th 10:00-11:00,,M,W,F,,,,,,10:00 AM,11:00 AM,T,,,,10:00 AM,10:00 AM,10:00 AM,11:00 AM,11:00 AM,11:00 AM,,,,,,,,,,,MODULE II
825,DATA SCIENCE LAB 1(MTH208),5,Dootika  Vats(I),,,"T 09:00-10:15 ,Th 14:00-15:15",Th,,,,,,,,,,,T,0,None,14:00 PM,14:00 PM,14:00 PM,15:15 PM,15:15 PM,15:15 PM,,,,,10:15 AM,10:15 AM,10:15 AM,9:00 AM,9:00 AM,9:00 AM,MTH208
826,ANALYSIS - I(MTH301),11,Ashutosh Kumar(I),MWF 12:00-13:00,Th 12:00-13:00,,M,W,F,,,,,,12:00 PM,13:00 PM,T,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,MTH301
827,ANALYSIS- I(MTH301A),11,Ashutosh Kumar(I),M (WL228) W (WL228) F (WL228)  12:00-13:00,Th (WL228)  12:00-13:00,,M,W,F,,,,,,12:00 PM,13:00 PM,T,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,MTH301A
828,SET THEORY & LOGIC(MTH302),11,Amit     Shekhar Kuber (I),MWF 12:00-13:00,Th 12:00-13:00,,M,W,F,,,,,,12:00 PM,13:00 PM,T,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,MTH302
829,SET THEORY & LOGIC(MTH302A),11,Amit     Shekhar Kuber (I),M (L13) W (L13) F (L13)  12:00-13:00,Th (L13)  12:00-13:00,,M,W,F,,,,,,12:00 PM,13:00 PM,T,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,MTH302A
830,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY(MTH305),11,G  SANTHANAM (I),MWF 11:00-12:00,Th 11:00-12:00,,M,W,F,,,,,,11:00 AM,12:00 PM,T,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MTH305
831,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY(MTH305A),11,G  SANTHANAM (I),M (L10) W (L10) F (L10)  11:00-12:00,T (L10)  11:00-12:00,,M,W,F,,,,,,11:00 AM,12:00 PM,T,,,,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,,,,,,,,,,,MTH305A
832,UG PROJECT (UGP-I)(MTH391A),4,DEBASIS SEN(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGP-I
833,UNDER GRADUATE PROJECT II(MTH392A),9,DEBASIS SEN(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTH392A
834,UG PROJECT (UGP-III)(MTH393A),9,DEBASIS SEN(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGP-III
835,UNDER GRADUATE PROJECT IV(MTH394A),9,DEBASIS SEN(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTH394A
836,TECHNICAL COMMUNICATION SKILLS(MTH399A),2,APARNA  DAR (I),,,Th (L13)  09:00-11:00,,,,,,,,,,,,T,h,,,,,,,,,,,,11:00 AM,11:00 AM,11:00 AM,9:00 AM,9:00 AM,9:00 AM,MTH399A
837,COMPLEX ANALYSIS(MTH403A),11,Arijit  Ganguly(I),"M (L04) F (L01)  08:00-09:00 ,T (L01)  09:00-10:00",W (L01)  15:00-16:00,,M,F,,T,,,,,15:00 PM,16:00 PM,W,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,MTH403A
838,ANALYSIS II(MTH404A),11,Keshab Bakshi(I),T (FB557) W (FB557) Th (FB557)  08:00-09:00,W (FB557)  14:00-15:00,,T,W,T,,,,,,14:00 PM,15:00 PM,W,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,MTH404A
839,FUNCTIONAL ANALYSIS(MTH405A),11,SAMEER LAXMAN  CHAVAN (I),M (FB557) T (FB557) Th (FB557)  15:00-16:00,F (FB557)  12:00-13:00,,M,T,T,,,,,,12:00 PM,13:00 PM,F,,,,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,,,,,,,,,,,MTH405A
840,COMPUTER PROGRAMMING AND DATA STRUCTURES(MTH409),9,B V R  KUMAR (I),MT 16:00-17:00,Th 16:00-17:00,F 16:00-17:00,M,T,,,,,,,16:00 PM,17:00 PM,T,F,1,None,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,4:00 PM,4:00 PM,4:00 PM,MTH409
841,COMPUTER PROGRAMMING AND DATA STRUCTURES(MTH409A),9,B V R  KUMAR (I),M (L09) T (L09)  16:00-17:00,Th (L09)  16:00-17:00,F 16:00-17:00,M,T,,,,,,,16:00 PM,17:00 PM,T,F,1,None,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,,,,,5:00 PM,5:00 PM,5:00 PM,4:00 PM,4:00 PM,4:00 PM,MTH409A
842,ORDINARY DIFFERENTIAL EQUATIONS(MTH421),11,Mrinmay Biswas(I),TWTh 08:00-09:00,F 15:00-16:00,,T,W,T,,,,,,15:00 PM,16:00 PM,F,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,MTH421
843,ORDINARY DIFFERENTIAL EQUATIONS(MTH421A),11,Mrinmay Biswas(I),T (WL228) W (WL228) Th (WL228)  08:00-09:00,F (WL228)  15:00-16:00,,T,W,T,,,,,,15:00 PM,16:00 PM,F,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,MTH421A
844,PARTIAL DIFFERENTIAL EQUATIONS(MTH424A),11,Indranil Chowdhury(I),M (L06) T (L06) Th (L06)  15:00-16:00,F (L06)  15:00-16:00,,M,T,T,,,,,,15:00 PM,16:00 PM,F,,,,15:00 PM,15:00 PM,15:00 PM,16:00 PM,16:00 PM,16:00 PM,,,,,,,,,,,MTH424A
845,NUMERICAL ANALYSIS & SCIENTIFIC COMPUTING II(MTH430A),10,SAKTIPADA  GHORAI (I),M (L03) T (L03) Th (L03)  16:00-17:00,,F 14:00-15:00,M,T,T,,,,,,,,,F,1,None,16:00 PM,16:00 PM,16:00 PM,17:00 PM,17:00 PM,17:00 PM,,,,,3:00 PM,3:00 PM,3:00 PM,2:00 PM,2:00 PM,2:00 PM,MTH430A
846,INTRODUCTION TO SAMPLING THEORY(MTH432M),6,SHALABH   (I),M (L11) W (L11) F (L11)  08:00-09:00,Th (L11)  08:00-09:00,,M,W,F,,,,,,8:00 AM,9:00 AM,T,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,MTH432M
847,REAL ANALYSIS(MTH433),11,SASMITA  PATNAIK (I),MWF 12:00-13:00,Th 12:00-13:00,,M,W,F,,,,,,12:00 PM,13:00 PM,T,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,MTH433
848,REAL ANALYSIS(MTH433A),11,SASMITA  PATNAIK (I),M (L03) W (L03) F (L03)  12:00-13:00,Th (L03)  12:00-13:00,,M,W,F,,,,,,12:00 PM,13:00 PM,T,,,,12:00 PM,12:00 PM,12:00 PM,13:00 PM,13:00 PM,13:00 PM,,,,,,,,,,,MTH433A
849,COMPLEX ANALYSIS(MTH434M),6,DEBASIS SEN(I),MWF 08:00-09:00,Th 08:00-09:00,,M,W,F,,,,,,8:00 AM,9:00 AM,T,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,,,,,,,MTH434M
850,LINEAR REGRESSION AND ANOVA(MTH441A),10,Satya Singh(I),M (L03) W (L03) F (L03)  17:00-18:00,,T 17:10-18:00,M,W,F,,,,,,,,,T,1,None,17:00 PM,17:00 PM,17:00 PM,18:00 PM,18:00 PM,18:00 PM,,,,,6:00 PM,6:00 PM,6:00 PM,5:10 PM,5:10 PM,5:10 PM,MTH441A
851,TIME SERIES ANALYSIS(MTH442A),10,AMIT  MITRA (I),T (L02) W (L02) Th (L02)  08:00-09:00,,T 18:00-19:00,T,W,T,,,,,,,,,T,1,None,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,,7:00 PM,7:00 PM,7:00 PM,6:00 PM,6:00 PM,6:00 PM,MTH442A
852,INFERENCE - II(MTH515A),11,NEERAJ  MISRA   (I),"M (L12) F (L12)  08:00-09:00 ,T (L12)  09:00-10:00",W (L12)  14:00-15:00,,M,F,,T,,,,,14:00 PM,15:00 PM,W,,,,8:00 AM,8:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,10:00 AM,10:00 AM,,,,,,,MTH515A
