,Course Name/Group Name,Credits,Instructor,Time,Time.1,Time.2,day1,day2,day3,start_time123,end_time123,day4,day5,start_time456,end_time456,start_time7,end_time7,day7,start_time8,end_time8,day8
430,ECONOMIC OPERATION & CONTROL OF POWER SYSTEMS(EE632),3-0-0-0(9),ABHEEJEET  MOHAPATRA   (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
431,ECONOMIC OPERATION & CONTROL OF POWER SYSTEMS(EE632A),3-0-0-0(9),ABHEEJEET  MOHAPATRA   (I),M (ACES213) Th (ACES213)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
432,ELECTRICAL INSULATION IN POWER APPARATUS AND SYSTEMS(EE634),3-0-0-0(9),NANDINI  GUPTA   (I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
433,ELECTRICAL INSULATION IN POWER APPARATUS AND SYSTEMS(EE634A),3-0-0-0(9),NANDINI  GUPTA   (I),W (ACES213) F (ACES213)  12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
434,HVDC TRANSMISSION & FLEXIBLE A C TRANSMISSION SYSTEMS(EE635),3-0-0-0(9),Alok  Verma(I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
435,HVDC TRANSMISSION & FLEXIBLE A C TRANSMISSION SYSTEMS(EE635A),3-0-0-0(9),Alok  Verma(I),M (T102) Th (T102)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
436,ADVANCED ENGINEERING ELECTROMAGNETICS(EE641),3-0-0-0(9),ANIMESH  BISWAS (I),"T 10:00-11:00 ,WF 15:00-16:00 ,M 17:00-18:00",,,T,1,,10:00 AM,11:00 AM,W,F,15:00 PM,16:00 PM,17:00 PM,18:00 PM,M,,,
437,ADVANCED ENGINEERING ELECTROMAGNETICS(EE641A),3-0-0-0(9),ANIMESH  BISWAS (I),"T (T106)  10:00-11:00 ,W (T106) F (T106)  15:00-16:00 ,M (T106)  17:00-18:00",,,T,1,,10:00 AM,11:00 AM,W,F,15:00 PM,16:00 PM,17:00 PM,18:00 PM,M,,,
438,ANTENNAS ANALYSIS & SYNTHESIS(EE642),3-0-0-0(9),Raghvendra Chaudhary(I),MWF 17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
439,ANTENNAS ANALYSIS & SYNTHESIS(EE642A),3-0-0-0(9),Raghvendra Chaudhary(I),M (T205) W (T205) F (T205)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
440,MONOLITHIC MICROWAVE ICS(EE645),3-0-0-0(9),MD JALEEL  AKHTAR   (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
441,MONOLITHIC MICROWAVE ICS(EE645A),3-0-0-0(9),MD JALEEL  AKHTAR   (I),W (ACES213) F (ACES213)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
442,PHOTONIC NETWORKS & SWITCHING(EE646),3-0-0-0(9),YATINDRA NATH  SINGH (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
443,PHOTONIC NETWORKS & SWITCHING(EE646A),3-0-0-0(9),YATINDRA NATH  SINGH (I),M (T108) Th (T108)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
444,MICROWAVE MEASUREMENTS AND DESIGN(EE647),2-0-3-0(9),A R  HARISH (I),TWTh 08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
445,MICROWAVE MEASUREMENTS AND DESIGN(EE647A),2-0-3-0(9),A R  HARISH (I),T (ACES213) W (ACES213) Th (ACES213)  08:00-09:00,,T 14:01-16:50,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
446,BASICS OF MODERN CONTROL SYSTEMS(EE650),3-0-0-0(9),Twinkle Tripathy(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
447,BASICS OF MODERN CONTROL SYSTEMS(EE650A),3-0-0-0(9),Twinkle Tripathy(I),W (L03) F (L03)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
448,DIGITAL CONTROL(EE653),3-0-0-0(9),RAMPRASAD  POTLURI   (I),MWF 17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
449,DIGITAL CONTROL(EE653A),3-0-0-0(9),RAMPRASAD  POTLURI   (I),M (T210) W (T210) F (T210)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
450,COMPUTATIONAL ASPECTS OF TOMOGRAPHIC IMAGING : MODELS TO INVERSIONS(EE659),3-0-0-0(9),NAREN  NAIK     (I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
451,COMPUTATIONAL ASPECTS OF TOMOGRAPHIC IMAGING : MODELS TO INVERSIONS(EE659A),3-0-0-0(9),NAREN  NAIK     (I),"T (L10)  14:00-15:15 ,M (L10)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
452,BASICS OF POWER ELECTRONIC CONVERTERS(EE660),3-0-3-0(5),PARTHASARATHI  SENSARMA   (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
453,BASICS OF POWER ELECTRONIC CONVERTERS(EE660A),3-0-3-0(12),PARTHASARATHI  SENSARMA   (I),W (L06) F (L06)  09:00-10:15,,F 14:00-16:50,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
454,FUNDAMENTALS OF ELECTRIC DRIVES(EE664),3-0-0-0(9),S P  DAS   (I),TWTh 08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
455,FUNDAMENTALS OF ELECTRIC DRIVES(EE664A),3-0-0-0(9),S P  DAS   (I),T (L08) W (L08) Th (L08)  08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
456,SPECIAL TOPICS IN POWER ELECTRONICS(EE666),3-0-0-0(9),Piyush Kant(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
457,SPECIAL TOPICS IN POWER ELECTRONICS(EE666A),3-0-0-0(9),Piyush Kant(I),M (T207) Th (T207)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
458,WIRELESS COMMUNICATIONS(EE670),3-0-0-0(9),ADITYA K  JAGANNATHAM   (I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
459,WIRELESS COMMUNICATIONS(EE670A),3-0-0-0(9),ADITYA K  JAGANNATHAM   (I),M (L04) Th (L04)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
460,DIGITAL COMMUNICATION NETWORKS(EE673),3-0-0-0(9),Subrahmanya  Peruru(I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
461,DIGITAL COMMUNICATION NETWORKS(EE673A),3-0-0-0(9),Subrahmanya  Peruru(I),W (T110) F (T110)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
462,MIMO WIRELESS COMMUNICATION(EE677),3-0-0-0(9),ROHIT  BUDHIRAJA   (I),TWTh 08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
463,MIMO WIRELESS COMMUNICATION(EE677A),3-0-0-0(9),ROHIT  BUDHIRAJA   (I),T (L12) W (L12) Th (L12)  08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
464,SMART GRID TECHNOLOGIES(EE679),3-0-0-0(9),Ankush Sharma(I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
465,SMART GRID TECHNOLOGIES(EE679A),3-0-0-0(9),Ankush Sharma(I),M (ACES213) Th (ACES213)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
466,QUANTUM AND WAVE PHENOMENA(EE683),3-0-0-0(9),SHILPI  GUPTA   (I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
467,QUANTUM AND WAVE PHENOMENA(EE683A),3-0-0-0(9),SHILPI  GUPTA   (I),W (ACES213) F (ACES213)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
468,FIBER-OPTIC COMMUNICATIONS(EE684),3-0-0-0(9),PRADEEP  KUMAR K   (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
469,FIBER-OPTIC COMMUNICATIONS(EE684A),3-0-0-0(9),PRADEEP  KUMAR K   (I),W (T108) F (T108)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
470,SPECIAL TOPICS IN MICROELECTRONICS(EE698D),3-0-0-0(9),BAQUER  MAZHARI   (I),M (T102) W (T102) F (T102)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
471,POWER CONVERTERS FOR EV CHARGING(EE698E),3-0-0-0(9),Suvendu Samanta(I),T (T204) Th (T204)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
472,MIXED -SIGNAL IC DESIGN(EE698I),3-0-0-0(9),Ashwin Kumar Ramakrishnan Sivakumar(I),W (WL235) F (WL235)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
473,M TECH THESIS(EE699),0-0-0-0(0),"DPGCEE (I), DUGCEE (O)",,,,,,,,,,,,,,,,,,
474,QUANTUM PHYSICS OF SEMICONDUCTORS(EE706),3-0-0-0(9),Amit   Verma(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
475,QUANTUM PHYSICS OF SEMICONDUCTORS(EE706A),3-0-0-0(9),Amit   Verma(I),M (T106) Th (T106)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
476,NANOPHOTONICS(EE798I),3-0-0-0(9),Rituraj (I),WF 12:00-13:15,,,W,F,,12:00 PM,13:15 PM,,,,,,,,,,
477,BIOMOLECULAR CONTROL SYSTEMS(EE798N),3-0-0-0(9),Abhilash Patel(I),W (T211) F (T211)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
478,ADAPTIVE CONTROL THEORY(EE798O),3-0-0-0(9),SOUMYA RANJAN  SAHOO (I),T (WL237) W (WL237) Th (WL237)  08:00-09:00,,,T,W,T,8:00 AM,9:00 AM,,,,,,,,,,
479,AUDIO REPRESENTATION LEARNING(EE798P),3-0-0-0(9),Vipul  Arora(I),M (L05) Th (L05)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
480,PHD THESIS(EE799),0-0-0-0(0),DPGCEE (I),,,,,,,,,,,,,,,,,,
481,MS - RESEARCH THESIS(EE899),0-0-0-0(0),DPGCEE (I),,,,,,,,,,,,,,,,,,
482,INTRODUCTION TO ELECTRONICS(ESC201),3-1-3-0(14),Abhishek Gupta(I),M (L20) W (L20) F (L20)  08:00-09:00,Th (T209) Th (T107) Th (T110) Th (T105) Th (T206) Th (T106) Th (T101) Th (T203) Th (T207) Th (T204) Th (T208) Th (T103) Th (T109) Th (T108) Th (T210) Th (T112) Th (T104) Th (T111) Th (T102) Th (T205)  08:00-09:00,MTWThF 14:00-17:00,M,W,F,8:00 AM,9:00 AM,,,,,,,,08:00 AM,09:00 AM,T
483,CRYSTALLOGRAPHY AND MINERALOGY(ES201),3-0-2-0(11),"Rabiul Biswas(I), Ishwar Cukkemane(O)",M (WL226) W (WL226) F (WL226)  12:00-13:00,,W 14:00-16:00,M,W,F,12:00 PM,13:00 PM,,,,,,,,,,
484,PHYSICAL HYDROLOGY(ES202),3-0-0-0(9),Tajdarul  Syed(I),M (WL226) W (WL226) F (WL226)  11:00-12:00,,,M,W,F,11:00 AM,12:00 PM,,,,,,,,,,
485,GEOMORPHOLOGY(ES203),2-0-0-0(6),Hiranya Sahoo(I),M (T208) W (T208)  17:00-18:00,,,M,W,,17:00 PM,18:00 PM,,,,,,,,,,
486,UNDER GRADUATE PROJECT -1(ES391A),0-0-0-0(4),DUGCES (I),,,,,,,,,,,,,,,,,,
487,UNDER GRADUATE PROJECT -III(ES393A),0-0-0-0(9),DUGCES (I),,,,,,,,,,,,,,,,,,
488,COMMUNICATION SKILLS IN EARTH SCIENCES(ES400A),0-0-2-0(2),DUGCES (I),W (WL305) F (WL305)  12:00-13:00,,Th 14:00-17:00,W,F,,12:00 PM,13:00 PM,,,,,,,,,,
489,STRUCTURAL GEOLOGY(ES411A),2-0-3-0(9),SANTANU  MISRA (I),T (WL226) W (WL226)  08:00-09:00,,F 14:00-17:00,T,W,,8:00 AM,9:00 AM,,,,,,,,,,
490,SEDIMENTARY PROCESSES & STRATIGRAPHIC PRINCIPLES(ES412A),2-0-2-0(8),RAJIV  SINHA (I),T (WL305) Th (WL305)  12:00-13:00,,W 14:00-17:00,T,Th,,12:00 PM,13:00 PM,,,,,,,,,,
491,GEOLOGICAL EVOLUTION OF INDIAN PLATE(ES417A),2-0-0-0(6),"Hiranya Sahoo(I), Sumit Chakraborty(O)",T (WL226) Th (WL226)  17:00-18:00,,,T,Th,,17:00 PM,18:00 PM,,,,,,,,,,
492,ECONOMIC GEOLOGY(ES450A),3-0-0-0(9),Govindarao Boddepalli(I),M (WL226) Th (WL226)  09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
493,ENGINEERING GEOLOGY(ES452A),3-0-0-0(9),JAVED N  MALIK     (I),M (T109) Th (T109)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
494,ANALYTICAL METHODS IN EARTH SCIENCES(ES455A),2-0-3-0(9),DEBAJYOTI  PAUL (I),W (WL305) F (WL305)  09:00-10:15,,Th 14:00-17:00,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
495,MS PROJECT(ES599),0-0-0-0(36),DUGCES (I),,,,,,,,,,,,,,,,,,
496,SATELLITE REMOTE SENSING & GIS FOR GEORESOURCE EVALUATION(ES644),2-0-3-0(9),Ishwar Cukkemane(I),MTh 09:00-10:15,,,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
497,REMOTE SENSING AND GIS FOR GEO-RESOURCE EVALUATION(ES644A),2-0-3-0(9),Ishwar Cukkemane(I),M (WL305) Th (WL305)  09:00-10:15,,F 14:00-17:00,M,Th,,9:00 AM,10:15 AM,,,,,,,,,,
498,ISOTOPE GEOCHEMISTRY AND APPLICATIONS(ES649),3-0-0-0(9),INDRA SEKHAR SEN(I),"MF 08:00-09:00 ,T 09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
499,ISOTOPE GEOCHEMISTRY AND APPLICATIONS(ES649A),3-0-0-0(9),INDRA SEKHAR SEN(I),"M (WL226) F (WL226)  08:00-09:00 ,T (WL226)  09:00-10:00",,,M,F,,8:00 AM,9:00 AM,T,,9:00 AM,10:00 AM,,,,,,
500,COMMUNICATION SKILLS IN EARTH SCIENCES(ES650A),0-0-0-0(0),DPGCES (I),M (T208)  12:00-13:00,,,M,1,,12:00 PM,13:00 PM,,,,,,,,,,
501,MATHEMATICS FOR EARTH SCIENCES(ES651),3-0-0-0(9),DIBAKAR GHOSAL(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
502,MATHEMATICS FOR EARTH SCIENCES(ES651A),3-0-0-0(9),DIBAKAR GHOSAL(I),W (WL305) F (WL305)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
503,SOLID EARTH GEOPHYSICS(ES655),3-1-0-0(11),ANIMESH MANDAL(I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
504,SOLID EARTH GEOPHYSICS(ES655A),3-1-0-0(11),ANIMESH MANDAL(I),W (WL226) F (WL226)  09:00-10:15,,W 15:00-17:00,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
505,ROCK MAGNETISM(ES664),3-0-0-0(9),Amar  Agarwal(I),MTh 10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
506,ROCK MAGNETISM(ES664A),3-0-0-0(9),Amar  Agarwal(I),M (WL305) Th (WL305)  10:30-12:00,,,M,Th,,10:30 AM,12:00 PM,,,,,,,,,,
507,PHYSICS OF EARTHQUAKES(ES665),3-0-0-0(9),Deepa Mele Veedu(I),TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
508,PHYSICS OF EARTHQUAKES(ES665A),3-0-0-0(9),Deepa Mele Veedu(I),T (WL226) Th (WL226)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
509,M TECH THESIS(ES699),0-0-0-0(0),"DPGCES (I), DUGCES (O)",,,,,,,,,,,,,,,,,,
510,PH D THESIS(ES799),0-0-0-0(0),DPGCES (I),,,,,,,,,,,,,,,,,,
511,FUNDAMENTALS OF EARTH SCIENCES(ESO213),3-0-0-0(9),Deepak Dhingra(I),M (L17) W (L17) F (L17)  09:00-10:00,,,M,W,F,9:00 AM,10:00 AM,,,,,,,,,,
512,INDIAN ART AND CIVILIZATION(ART101),3-1-0-0(11),Rajarshi (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
513,INDIAN ART AND CIVILIZATION(ART101A),3-1-0-0(11),Rajarshi (I),M (L03) W (L03) F (L03)  18:00-19:00,Th (L03) Th (L12)  18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
514,THE ART OF AMERICAN WAR MOVIES(ART404A),3-0-0-0(9),RITWIJ BHOWMIK(I),T (L09) W (L09) F (L09)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
515,ART CRITICISM: THEORY AND PRACTICE(ART406A),3-0-0-0(9),SHATARUPA THAKURTA  ROY   (I),M (L09) W (L09) F (L09)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
516,VISUAL ETHNOGRAPHY(ART706),2-0-3-0(9),Rajarshi (I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
517,VISUAL ETHNOGRAPHY(ART706A),2-0-2-0(9),Rajarshi (I),M (T112) Th (T112)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
518,RESEARCH METHODS IN VISUAL CULTURE(ART708),2-0-3-0(9),SHATARUPA THAKURTA  ROY   (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
519,RESEARCH METHODS IN VISUAL CULTURE(ART708A),2-0-3-0(9),SHATARUPA THAKURTA  ROY   (I),W (T112) F (T112)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
520,CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711),2-0-3-0(9),RITWIJ BHOWMIK(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
521,CREATIVE PAINTING-METHODOLOGY & PRACTICES(ART711A),2-0-3-0(9),RITWIJ BHOWMIK(I),M (T103) Th (T103)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
522,INTRODUCTION TO LITERATURE(ENG123),3-1-0-0(11),G  NEELAKANTAN (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
523,INTRODUCTION TO LITERATURE(ENG123A),3-1-0-0(11),G  NEELAKANTAN (I),M (L04) W (L04) F (L04) F (L10) F (L11)  18:00-19:00,Th (L04)  18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
524,LANGUAGE AND SOCIETY(ENG124),3-1-0-0(11),Chinmay Dharurkar(I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
525,LANGUAGE AND SOCIETY(ENG124A),3-1-0-0(11),Chinmay Dharurkar(I),M (L05) W (L05) F (L05)  18:00-19:00,Th (L05)  18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
526,SECOND LANGUAGE ACQUISITION(ENG408A),3-0-0-0(9),SUDHARSHANA N P(I),M (L10) W (L10) F (L10)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
527,CURRENT ISSUES IN LINGUISTICS(ENG423A),3-0-0-0(9),Usha Udaar(I),M (FB657) W (FB657) F (FB657)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
528,INDIAN LITERATURE(ENG437A),3-0-0-0(9),Muthukumar M(I),T (L11) W (L11) F (L11)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
529,LITERATURE AND CENSORSHIP(ENG439A),3-0-0-0(9),MINI  CHANDRAN (I),T (L10) W (L10) F (L10)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
530,LITERATURE & ADAPTATION(ENG446A),3-0-0-0(9),SUCHITRA  MATHUR (I),M (WL228) W (WL228) F (WL228)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
531,ACADEMIC WRITING(ENG450A),3-0-0-0(9),Lakshmana Pinninti(I),M (L02) W (L02) F (L02)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
532,LINGUISTIC TYPOLOGY(ENG452A),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),M (L11) W (L11) F (L11)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
533,CLIMATE FICTION AND FILMS(ENG456A),3-0-0-0(9),T  RAVICHANDRAN (I),T (L12) W (L12) F (L12)  12:00-13:00,,,T,W,F,12:00 PM,13:00 PM,,,,,,,,,,
534,FILM AND THEORY(ENG457A),3-0-0-0(9),Syed Feroz  (I),M (L12) W (L12) F (L12)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
535,AUTOBIOGRAPHICAL LITERATURE(ENG460A),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),M (L04) W (L04) F (L04)  17:00-18:00,,,M,W,F,17:00 PM,18:00 PM,,,,,,,,,,
536,NATION THEORY AND LITERATURE(ENG705),3-0-0-0(9),Muthukumar M(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
537,NATION THEORY AND LITERATURE(ENG705A),3-0-0-0(9),Muthukumar M(I),"T (T103)  14:00-15:15 ,M (T103)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
538,APPLIED LINGUISTICS(ENG708),3-0-0-0(9),SUDHARSHANA N P(I),MTh 14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
539,APPLIED LINGUISTICS(ENG708A),3-0-0-0(9),SUDHARSHANA N P(I),M (FB668) Th (FB668)  14:00-15:15,,,M,Th,,14:00 PM,15:15 PM,,,,,,,,,,
540,LINGUISTIC ANALYSIS(ENG709),3-0-0-0(9),Usha Udaar(I),"T 14:00-15:15 ,M 15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
541,LINGUISTIC ANALYSIS(ENG709A),3-0-0-0(9),Usha Udaar(I),"T (T112)  14:00-15:15 ,M (T112)  15:30-17:00",,,T,1,,14:00 PM,15:15 PM,M,,15:30 PM,17:00 PM,,,,,,
542,INDIVIDUAL PROJECTS(ENG716),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
543,INDIVIDUAL PROJECTS(ENG716A),3-0-0-0(9),CHAITHRA  PUTTASWAMY (I),W (FB657) F (FB657)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
544,FEMINIST THEORY AND LITERATURE(ENG743),3-0-0-0(9),SUCHITRA  MATHUR (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
545,FEMINIST THEORY AND LITERATURE(ENG743A),3-0-0-0(9),SUCHITRA  MATHUR (I),W (FB657) F (FB657)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
546,POSTWAR AMERICAN FICTION(ENG750),3-0-0-0(9),G  NEELAKANTAN (I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
547,POSTWAR AMERICAN FICTION(ENG750A),3-0-0-0(9),G  NEELAKANTAN (I),W (WL228) F (WL228)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
548,CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),TTh 15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
549,CONTEMPORARY CRITICAL THEORIES & LITERARY PRAXES(ENG751A),3-0-0-0(9),SAYAN CHATTOPADHYAY(I),T (FB657) Th (FB657)  15:30-17:00,,,T,Th,,15:30 PM,17:00 PM,,,,,,,,,,
550,HISTORICAL LINGUISTICS(ENG754),3-0-0-0(9),Chinmay Dharurkar(I),WF 10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
551,HISTORICAL LINGUISTICS(ENG754A),3-0-0-0(9),Chinmay Dharurkar(I),W (WL235) F (WL235)  10:30-12:00,,,W,F,,10:30 AM,12:00 PM,,,,,,,,,,
552,RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755),3-0-0-0(9),Lakshmana Pinninti(I),MTh 12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
553,RESEARCH METHODS IN ENGLISH AS A SECOND LANGUAGE STUDIES(ENG755A),3-0-0-0(9),Lakshmana Pinninti(I),M (T102) Th (T102)  12:00-13:15,,,M,Th,,12:00 PM,13:15 PM,,,,,,,,,,
554,FILM THEORY AND HISTORIOGRAPHY(ENG765),3-0-0-0(9),Syed Feroz  (I),WF 09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
555,FILM THEORY AND HISTORIOGRAPHY(ENG765A),3-0-0-0(9),Syed Feroz  (I),W (FB668) F (FB668)  09:00-10:15,,,W,F,,9:00 AM,10:15 AM,,,,,,,,,,
556,PERSPECTIVES OF THE POSTHUMAN AND/IN THE ANTHROPOCENE(ENG777),3-0-0-0(9),T  RAVICHANDRAN (I),WF 17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
557,PERSPECTIVES OF THE POSTHUMAN AND / IN THE ANTHROPOCENE(ENG777A),3-0-0-0(9),T  RAVICHANDRAN (I),W (FB668) F (FB668)  17:00-18:30,,,W,F,,17:00 PM,18:30 PM,,,,,,,,,,
558,PHD THESIS(ENG799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,
559,PHD THESIS(FA799),0-0-0-0(0),DPGCHSS (I),,,,,,,,,,,,,,,,,,
560,PHILOSOPHY OF BEAUTY(PHI161),3-1-0-0(11),PRASHANT BHALCHANDRA  BAGAD (I),MWF 18:00-19:00,Th 18:00-19:00,,M,W,F,18:00 PM,19:00 PM,,,,,,,,18:00 PM,19:00 PM,T
